ID,YEAR,A,Q,H,H_std,H_med,S,S_med,ET,ST,T,P,FL,SL,CL,UL,WL,lon,lat,ID_GRDC
6140100,2001,94.6,1.102,582.94,63.35,579.4,7.79,6.41,1.48247e-05,278.74,279.15,922.71,45.22,6.82,19.82,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2002,94.6,1.31692,582.94,63.35,579.4,7.79,6.41,1.78957e-05,280.2,280.25,851.14,44.15,7.32,24.14,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2003,94.6,0.71242,582.94,63.35,579.4,7.79,6.41,1.81476e-05,279.52,279.87,623.47,36.96,11.44,27.14,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2004,94.6,0.77342,582.94,63.35,579.4,7.79,6.41,1.72445e-05,279.52,279.61,665.93,35.83,10.07,24.52,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2005,94.6,0.95283,582.94,63.35,579.4,7.79,6.41,1.80504e-05,279.39,279.33,805.94,34.33,12.13,24.2,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2006,94.6,1.01475,582.94,63.35,579.4,7.79,6.41,1.82777e-05,280.09,279.77,752.11,33.9,12.32,22.26,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2007,94.6,1.07817,582.94,63.35,579.4,7.79,6.41,1.99337e-05,280.57,280.67,845.94,34.65,12.2,21.39,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2008,94.6,0.89108,582.94,63.35,579.4,7.79,6.41,1.80819e-05,280.27,280.63,701.93,35.02,11.51,22.33,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2009,94.6,0.922,582.94,63.35,579.4,7.79,6.41,1.86107e-05,279.62,280.0,789.19,36.21,10.57,19.82,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2010,94.6,1.28042,582.94,63.35,579.4,7.79,6.41,1.63285e-05,278.88,278.38,926.18,35.21,10.57,19.95,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2011,94.6,0.85358,582.94,63.35,579.4,7.79,6.41,1.76234e-05,279.28,279.78,692.6,35.33,10.88,20.89,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2012,94.6,0.99842,582.94,63.35,579.4,7.79,6.41,1.76923e-05,278.98,279.47,831.94,35.33,9.19,16.32,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2013,94.6,1.08083,582.94,63.35,579.4,7.79,6.41,1.61413e-05,278.62,279.24,826.59,33.4,11.13,15.95,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2014,94.6,0.63108,582.94,63.35,579.4,7.79,6.41,1.87201e-05,280.85,281.11,699.24,37.27,7.69,15.26,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2015,94.6,0.6195,582.94,63.35,579.4,7.79,6.41,1.84637e-05,280.27,280.81,561.28,36.4,9.38,16.45,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2016,94.6,0.52267,582.94,63.35,579.4,7.79,6.41,1.8445e-05,279.87,280.1,706.8,36.4,9.76,17.95,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2017,94.6,0.67558,582.94,63.35,579.4,7.79,6.41,1.74467e-05,279.21,279.79,809.04,36.21,9.38,17.45,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2018,94.6,0.58142,582.94,63.35,579.4,7.79,6.41,1.80131e-05,280.6,281.33,587.2,35.52,10.26,16.76,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2019,94.6,0.57275,582.94,63.35,579.4,7.79,6.41,1.75413e-05,280.58,281.31,677.41,34.46,11.76,17.45,0.56,0.0,16.14256748029856,50.606568395054566,
6140100,2020,94.6,0.73892,582.94,63.35,579.4,7.79,6.41,1.70393e-05,280.19,280.86,755.27,36.84,10.82,17.01,0.56,0.0,16.14256748029856,50.606568395054566,
6140101,2001,153.76,2.817,551.31,89.04,537.73,8.11,6.74,1.49545e-05,278.98,279.31,952.86,41.65,4.74,24.78,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2002,153.76,3.86358,551.31,89.04,537.73,8.11,6.74,1.80141e-05,280.36,280.42,884.96,39.78,5.92,30.55,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2003,153.76,2.06083,551.31,89.04,537.73,8.11,6.74,1.81583e-05,279.69,279.99,648.99,33.97,9.74,35.66,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2004,153.76,2.24825,551.31,89.04,537.73,8.11,6.74,1.75044e-05,279.67,279.75,701.74,33.6,9.34,33.75,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2005,153.76,2.76167,551.31,89.04,537.73,8.11,6.74,1.85121e-05,279.53,279.48,826.03,32.65,10.18,34.96,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2006,153.76,2.55208,551.31,89.04,537.73,8.11,6.74,1.88427e-05,280.1,279.9,797.0,31.8,9.71,35.11,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2007,153.76,2.90325,551.31,89.04,537.73,8.11,6.74,2.02758e-05,280.73,280.83,854.09,32.54,9.82,33.24,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2008,153.76,2.33358,551.31,89.04,537.73,8.11,6.74,1.85314e-05,280.43,280.8,697.77,32.98,9.96,33.24,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2009,153.76,2.40833,551.31,89.04,537.73,8.11,6.74,1.90969e-05,279.8,280.18,811.11,34.82,10.04,32.68,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2010,153.76,3.38383,551.31,89.04,537.73,8.11,6.74,1.70665e-05,279.02,278.51,949.56,33.42,9.93,33.38,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2011,153.76,2.4155,551.31,89.04,537.73,8.11,6.74,1.82997e-05,279.27,279.78,717.02,34.34,10.7,33.6,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2012,153.76,2.59933,551.31,89.04,537.73,8.11,6.74,1.83038e-05,279.0,279.49,831.93,33.93,9.71,32.24,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2013,153.76,2.87942,551.31,89.04,537.73,8.11,6.74,1.6984e-05,278.72,279.29,800.7,32.5,9.67,31.88,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2014,153.76,1.57675,551.31,89.04,537.73,8.11,6.74,1.96367e-05,280.85,281.17,716.68,35.44,7.28,31.29,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2015,153.76,1.68175,551.31,89.04,537.73,8.11,6.74,1.83956e-05,280.54,281.07,596.3,35.0,7.68,32.98,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2016,153.76,1.51558,551.31,89.04,537.73,8.11,6.74,1.83265e-05,280.06,280.28,716.65,34.56,9.41,33.31,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2017,153.76,2.12258,551.31,89.04,537.73,8.11,6.74,1.73579e-05,279.38,279.96,846.4,34.6,8.49,32.32,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2018,153.76,1.56392,551.31,89.04,537.73,8.11,6.74,1.81326e-05,280.9,281.62,605.53,32.68,10.81,31.62,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2019,153.76,1.41733,551.31,89.04,537.73,8.11,6.74,1.79118e-05,280.94,281.68,767.15,32.17,11.29,31.8,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140101,2020,153.76,1.78417,551.31,89.04,537.73,8.11,6.74,1.74975e-05,280.6,281.31,857.18,34.08,10.18,31.18,2.28,0.0,16.189280894508055,50.5336431149401,6140100.0
6140120,2001,381.8,4.04817,451.58,108.41,446.92,3.95,2.89,1.54202e-05,279.85,280.2,823.62,22.89,1.66,45.13,1.75,0.07,15.637387476299862,49.78263607930958,
6140120,2002,381.8,3.42725,451.58,108.41,446.92,3.95,2.89,1.82734e-05,281.07,281.24,781.77,26.27,2.29,50.21,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2003,381.8,1.60008,451.58,108.41,446.92,3.95,2.89,1.90379e-05,280.61,280.85,535.23,22.18,3.06,53.35,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2004,381.8,2.29917,451.58,108.41,446.92,3.95,2.89,1.9165e-05,280.32,280.51,668.43,20.9,3.31,50.85,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2005,381.8,2.87525,451.58,108.41,446.92,3.95,2.89,2.0092e-05,280.21,280.34,702.47,20.05,3.43,50.94,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2006,381.8,3.70175,451.58,108.41,446.92,3.95,2.89,2.05367e-05,280.61,280.67,699.84,20.16,3.72,51.24,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2007,381.8,3.00858,451.58,108.41,446.92,3.95,2.89,2.13271e-05,281.56,281.79,719.24,20.59,3.35,50.78,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2008,381.8,1.88633,451.58,108.41,446.92,3.95,2.89,2.01583e-05,281.2,281.71,613.46,22.44,3.02,49.65,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2009,381.8,3.11967,451.58,108.41,446.92,3.95,2.89,2.0814e-05,280.76,281.2,707.55,22.48,3.38,49.49,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2010,381.8,4.12492,451.58,108.41,446.92,3.95,2.89,1.8904e-05,279.83,279.4,798.07,20.03,3.64,49.98,1.75,0.08,15.637387476299862,49.78263607930958,
6140120,2011,381.8,2.05208,451.58,108.41,446.92,3.95,2.89,1.92536e-05,280.33,280.75,601.6,22.37,3.14,50.38,1.75,0.07,15.637387476299862,49.78263607930958,
6140120,2012,381.8,2.13675,451.58,108.41,446.92,3.95,2.89,1.90291e-05,280.32,280.67,674.75,21.66,3.46,51.22,1.75,0.06,15.637387476299862,49.78263607930958,
6140120,2013,381.8,3.736,451.58,108.41,446.92,3.95,2.89,1.90489e-05,279.98,280.47,675.56,22.54,3.25,50.0,1.75,0.07,15.637387476299862,49.78263607930958,
6140120,2014,381.8,1.67725,451.58,108.41,446.92,3.95,2.89,2.02025e-05,281.86,282.16,631.21,24.7,1.75,48.95,1.75,0.07,15.637387476299862,49.78263607930958,
6140120,2015,381.8,1.52417,451.58,108.41,446.92,3.95,2.89,2.01068e-05,281.81,282.34,511.92,23.67,1.84,50.66,1.75,0.07,15.637387476299862,49.78263607930958,
6140120,2016,381.8,1.04058,451.58,108.41,446.92,3.95,2.89,2.00228e-05,281.17,281.47,510.05,23.85,2.34,50.66,1.75,0.06,15.637387476299862,49.78263607930958,
6140120,2017,381.8,1.63917,451.58,108.41,446.92,3.95,2.89,1.86368e-05,280.54,281.11,675.27,24.09,2.26,50.68,1.75,0.06,15.637387476299862,49.78263607930958,
6140120,2018,381.8,0.89017,451.58,108.41,446.92,3.95,2.89,1.9402e-05,282.04,282.78,453.89,22.36,2.96,51.98,1.75,0.06,15.637387476299862,49.78263607930958,
6140120,2019,381.8,1.55292,451.58,108.41,446.92,3.95,2.89,1.94385e-05,281.93,282.68,609.36,22.12,3.46,51.21,1.75,0.06,15.637387476299862,49.78263607930958,
6140120,2020,381.8,2.57833,451.58,108.41,446.92,3.95,2.89,1.96929e-05,281.44,282.24,874.68,22.49,3.35,49.94,1.75,0.06,15.637387476299862,49.78263607930958,
6140130,2001,44.0,1.46575,854.0,192.72,842.72,14.04,13.78,1.46388e-05,278.2,278.62,1173.52,73.7,15.56,1.3,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2002,44.0,1.98692,854.0,192.72,842.72,14.04,13.78,1.69276e-05,279.59,279.68,1068.48,75.19,12.04,1.67,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2003,44.0,1.21125,854.0,192.72,842.72,14.04,13.78,1.78866e-05,279.13,279.41,670.09,66.3,17.04,2.22,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2004,44.0,1.41292,854.0,192.72,842.72,14.04,13.78,1.6613e-05,278.84,279.07,915.24,65.0,17.04,0.56,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2005,44.0,1.15375,854.0,192.72,842.72,14.04,13.78,1.69299e-05,278.78,278.89,1032.79,63.52,20.37,0.56,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2006,44.0,1.48508,854.0,192.72,842.72,14.04,13.78,1.72848e-05,279.64,279.35,1031.51,61.85,20.74,1.67,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2007,44.0,1.34642,854.0,192.72,842.72,14.04,13.78,1.88878e-05,280.12,280.22,1135.97,62.78,20.37,2.41,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2008,44.0,1.0775,854.0,192.72,842.72,14.04,13.78,1.72065e-05,279.67,280.11,954.4,61.85,17.96,2.41,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2009,44.0,1.13842,854.0,192.72,842.72,14.04,13.78,1.74082e-05,279.06,279.5,1044.39,61.85,19.07,1.85,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2010,44.0,1.25708,854.0,192.72,842.72,14.04,13.78,1.4814e-05,278.5,277.86,1274.26,62.78,16.67,1.3,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2011,44.0,1.14108,854.0,192.72,842.72,14.04,13.78,1.56016e-05,279.02,279.21,963.56,65.0,16.3,1.85,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2012,44.0,1.44483,854.0,192.72,842.72,14.04,13.78,1.5544e-05,278.8,278.83,1027.53,66.3,15.19,0.74,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2013,44.0,1.19708,854.0,192.72,842.72,14.04,13.78,1.44846e-05,278.3,278.65,1109.22,67.59,12.78,0.56,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2014,44.0,0.70517,854.0,192.72,842.72,14.04,13.78,1.6389e-05,280.16,280.49,891.35,69.63,10.93,0.56,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2015,44.0,0.96933,854.0,192.72,842.72,14.04,13.78,1.77507e-05,279.46,280.2,859.45,67.78,12.78,3.33,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2016,44.0,0.8135,854.0,192.72,842.72,14.04,13.78,1.71385e-05,279.19,279.49,947.81,69.44,11.67,3.52,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2017,44.0,1.2425,854.0,192.72,842.72,14.04,13.78,1.57645e-05,278.63,279.19,1061.52,69.07,11.11,2.04,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2018,44.0,0.92875,854.0,192.72,842.72,14.04,13.78,1.70315e-05,279.7,280.6,777.19,67.59,11.48,1.3,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2019,44.0,1.00308,854.0,192.72,842.72,14.04,13.78,1.62002e-05,279.86,280.74,900.4,64.81,14.07,1.67,0.0,0.0,15.5352427310843,50.70131949868091,
6140130,2020,44.0,0.98358,854.0,192.72,842.72,14.04,13.78,1.62782e-05,279.68,280.54,945.97,64.26,15.56,2.04,0.0,0.0,15.5352427310843,50.70131949868091,
6140140,2001,179.1,3.52017,708.52,156.39,722.45,9.32,8.54,1.47992e-05,278.89,279.32,1176.6,63.45,17.55,0.99,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2002,179.1,2.77817,708.52,156.39,722.45,9.32,8.54,1.70533e-05,280.23,280.33,1067.55,59.75,22.03,1.34,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2003,179.1,1.97517,708.52,156.39,722.45,9.32,8.54,1.81209e-05,279.67,280.06,652.32,48.83,27.75,2.54,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2004,179.1,2.93708,708.52,156.39,722.45,9.32,8.54,1.67869e-05,279.5,279.72,942.23,47.1,22.53,1.59,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2005,179.1,4.591,708.52,156.39,722.45,9.32,8.54,1.75212e-05,279.44,279.64,1032.79,47.03,23.83,1.27,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2006,179.1,6.44675,708.52,156.39,722.45,9.32,8.54,1.7912e-05,280.09,280.06,1037.2,46.96,22.7,1.31,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2007,179.1,3.66367,708.52,156.39,722.45,9.32,8.54,1.95227e-05,280.75,280.92,1026.8,50.71,21.22,1.13,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2008,179.1,3.989,708.52,156.39,722.45,9.32,8.54,1.76241e-05,280.3,280.75,935.53,49.79,22.32,0.99,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2009,179.1,4.34992,708.52,156.39,722.45,9.32,8.54,1.80383e-05,279.64,280.15,977.4,52.01,22.95,1.17,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2010,179.1,4.44425,708.52,156.39,722.45,9.32,8.54,1.56084e-05,278.96,278.48,1262.36,52.54,21.4,1.48,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2011,179.1,4.17275,708.52,156.39,722.45,9.32,8.54,1.64083e-05,279.46,279.88,997.67,56.92,19.53,1.2,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2012,179.1,4.54008,708.52,156.39,722.45,9.32,8.54,1.64786e-05,279.21,279.52,1013.49,58.65,17.55,1.31,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2013,179.1,4.8135,708.52,156.39,722.45,9.32,8.54,1.5602e-05,278.76,279.34,1072.13,57.87,16.6,1.27,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2014,179.1,2.44825,708.52,156.39,722.45,9.32,8.54,1.72258e-05,280.72,281.18,835.12,61.23,13.45,1.45,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2015,179.1,3.18442,708.52,156.39,722.45,9.32,8.54,1.81176e-05,280.21,281.05,820.27,61.58,14.72,2.19,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2016,179.1,2.87675,708.52,156.39,722.45,9.32,8.54,1.76368e-05,279.92,280.32,949.96,64.72,12.54,2.19,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2017,179.1,4.359,708.52,156.39,722.45,9.32,8.54,1.62431e-05,279.27,279.95,1091.24,62.71,13.24,1.87,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2018,179.1,2.62783,708.52,156.39,722.45,9.32,8.54,1.767e-05,280.62,281.63,725.95,59.85,14.9,1.84,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2019,179.1,3.38842,708.52,156.39,722.45,9.32,8.54,1.68878e-05,280.65,281.57,849.1,58.26,15.64,1.52,3.99,0.0,15.279138364871397,50.76156150635393,
6140140,2020,179.1,3.199,708.52,156.39,722.45,9.32,8.54,1.68414e-05,280.39,281.25,939.38,58.47,17.2,1.31,3.99,0.0,15.279138364871397,50.76156150635393,
6140150,2001,383.3,1.72417,729.27,158.84,719.34,7.57,6.98,1.65336e-05,278.6,278.83,1029.18,46.4,11.79,31.17,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2002,383.3,6.63883,729.27,158.84,719.34,7.57,6.98,1.89256e-05,279.69,279.91,1366.45,47.37,12.44,32.88,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2003,383.3,2.09833,729.27,158.84,719.34,7.57,6.98,2.05489e-05,279.51,279.41,695.38,41.07,13.83,33.33,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2004,383.3,3.16033,729.27,158.84,719.34,7.57,6.98,1.90705e-05,278.65,278.75,916.31,39.79,14.08,31.53,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2005,383.3,3.28017,729.27,158.84,719.34,7.57,6.98,1.7296e-05,278.46,278.4,993.15,41.36,14.24,31.8,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2006,383.3,3.5035,729.27,158.84,719.34,7.57,6.98,1.77728e-05,279.16,278.78,1026.0,44.02,13.32,31.65,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2007,383.3,2.88608,729.27,158.84,719.34,7.57,6.98,2.00963e-05,279.69,279.5,1091.46,43.93,13.14,31.67,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2008,383.3,2.17592,729.27,158.84,719.34,7.57,6.98,1.7821e-05,279.26,279.58,839.29,46.36,12.6,30.93,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2009,383.3,4.30092,729.27,158.84,719.34,7.57,6.98,1.73359e-05,278.74,279.05,1075.46,47.62,13.07,30.5,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2010,383.3,2.91133,729.27,158.84,719.34,7.57,6.98,1.62277e-05,278.19,277.7,952.56,45.86,12.51,30.99,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2011,383.3,1.83942,729.27,158.84,719.34,7.57,6.98,1.79855e-05,278.77,279.11,804.89,46.76,11.74,31.71,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2012,383.3,2.278,729.27,158.84,719.34,7.57,6.98,1.7524e-05,278.89,278.96,953.81,46.63,11.38,31.11,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2013,383.3,4.08525,729.27,158.84,719.34,7.57,6.98,1.72187e-05,278.2,278.64,891.22,47.28,12.24,29.49,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2014,383.3,2.08017,729.27,158.84,719.34,7.57,6.98,1.78424e-05,279.84,280.47,834.86,50.13,11.49,27.42,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2015,383.3,1.45883,729.27,158.84,719.34,7.57,6.98,1.87688e-05,279.03,279.78,694.02,48.56,13.32,26.27,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2016,383.3,1.85517,729.27,158.84,719.34,7.57,6.98,1.78368e-05,278.89,279.22,903.61,49.69,12.96,27.6,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2017,383.3,1.85158,729.27,158.84,719.34,7.57,6.98,1.74459e-05,278.69,279.25,884.3,48.09,13.52,27.85,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2018,383.3,1.69217,729.27,158.84,719.34,7.57,6.98,1.81939e-05,279.9,280.78,830.65,45.55,14.3,28.3,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2019,383.3,2.06658,729.27,158.84,719.34,7.57,6.98,1.81539e-05,279.71,280.82,793.62,44.29,16.06,26.92,0.99,0.0,13.779099806578149,49.107054985257165,
6140150,2020,383.3,1.62175,729.27,158.84,719.34,7.57,6.98,1.81602e-05,279.44,280.71,879.1,46.11,17.16,26.68,0.99,0.0,13.779099806578149,49.107054985257165,
6140250,2001,8286.2,41.21633,496.04,111.99,479.7,4.81,3.75,1.63305e-05,279.94,280.23,792.26,32.91,3.91,41.38,2.94,0.0,13.30303290329974,49.75915416686128,
6140250,2002,8286.2,91.60992,496.04,111.99,479.7,4.81,3.75,1.78585e-05,281.0,281.18,967.46,35.49,4.58,41.03,2.94,0.0,13.30303290329974,49.75915416686128,
6140250,2003,8286.2,36.66267,496.04,111.99,479.7,4.81,3.75,1.982e-05,280.55,280.84,462.55,31.42,4.16,44.4,2.94,0.0,13.30303290329974,49.75915416686128,
6140250,2004,8286.2,27.33142,496.04,111.99,479.7,4.81,3.75,1.93181e-05,280.06,280.34,695.92,31.0,4.66,43.15,2.94,0.0,13.30303290329974,49.75915416686128,
6140250,2005,8286.2,37.21233,496.04,111.99,479.7,4.81,3.75,1.99835e-05,279.84,280.26,655.94,29.93,5.11,42.95,2.94,0.0,13.30303290329974,49.75915416686128,
6140250,2006,8286.2,43.26283,496.04,111.99,479.7,4.81,3.75,2.0364e-05,280.42,280.65,680.73,30.77,5.2,42.26,2.94,0.0,13.30303290329974,49.75915416686128,
6140250,2007,8286.2,28.91025,496.04,111.99,479.7,4.81,3.75,2.24559e-05,281.2,281.59,750.68,31.3,4.87,41.72,2.95,0.0,13.30303290329974,49.75915416686128,
6140250,2008,8286.2,27.49808,496.04,111.99,479.7,4.81,3.75,1.99404e-05,280.78,281.42,622.13,32.03,4.62,41.77,2.95,0.0,13.30303290329974,49.75915416686128,
6140250,2009,8286.2,30.91042,496.04,111.99,479.7,4.81,3.75,2.03497e-05,280.22,280.91,724.39,32.54,4.53,42.23,2.95,0.0,13.30303290329974,49.75915416686128,
6140250,2010,8286.2,42.21475,496.04,111.99,479.7,4.81,3.75,1.83557e-05,279.37,279.08,774.32,31.42,4.27,41.99,2.95,0.0,13.30303290329974,49.75915416686128,
6140250,2011,8286.2,43.70433,496.04,111.99,479.7,4.81,3.75,2.01444e-05,280.1,280.7,665.6,31.8,4.64,42.39,2.95,0.0,13.30303290329974,49.75915416686128,
6140250,2012,8286.2,34.60833,496.04,111.99,479.7,4.81,3.75,1.98566e-05,280.12,280.56,690.82,31.24,4.81,42.8,2.95,0.0,13.30303290329974,49.75915416686128,
6140250,2013,8286.2,58.32583,496.04,111.99,479.7,4.81,3.75,1.89354e-05,279.51,280.14,718.21,32.57,4.53,41.68,2.96,0.0,13.30303290329974,49.75915416686128,
6140250,2014,8286.2,26.17808,496.04,111.99,479.7,4.81,3.75,1.98502e-05,281.35,281.97,632.64,34.53,3.64,40.88,2.96,0.0,13.30303290329974,49.75915416686128,
6140250,2015,8286.2,20.72008,496.04,111.99,479.7,4.81,3.75,1.95565e-05,281.07,281.74,530.99,33.54,4.54,42.03,2.96,0.0,13.30303290329974,49.75915416686128,
6140250,2016,8286.2,25.29317,496.04,111.99,479.7,4.81,3.75,1.92876e-05,280.62,281.03,682.3,33.98,4.68,41.76,2.96,0.01,13.30303290329974,49.75915416686128,
6140250,2017,8286.2,23.03675,496.04,111.99,479.7,4.81,3.75,1.83687e-05,280.2,280.93,678.8,33.8,5.0,41.69,2.96,0.01,13.30303290329974,49.75915416686128,
6140250,2018,8286.2,20.44425,496.04,111.99,479.7,4.81,3.75,1.85283e-05,281.4,282.36,524.33,32.57,5.96,41.89,2.97,0.01,13.30303290329974,49.75915416686128,
6140250,2019,8286.2,18.42883,496.04,111.99,479.7,4.81,3.75,1.88095e-05,281.25,282.21,583.61,31.82,6.4,41.77,2.97,0.01,13.30303290329974,49.75915416686128,
6140250,2020,8286.2,17.90958,496.04,111.99,479.7,4.81,3.75,1.88033e-05,280.94,281.96,652.8,32.57,7.2,40.85,2.97,0.01,13.30303290329974,49.75915416686128,
6140280,2001,256.1,2.54817,704.24,71.17,699.45,5.08,3.59,1.5806e-05,279.59,279.79,842.79,47.1,10.17,21.94,2.19,0.0,12.818327061723656,50.03694659337522,
6140280,2002,256.1,4.83117,704.24,71.17,699.45,5.08,3.59,1.68486e-05,280.6,280.73,994.73,49.85,5.85,19.48,2.19,0.0,12.818327061723656,50.03694659337522,
6140280,2003,256.1,1.42617,704.24,71.17,699.45,5.08,3.59,1.88304e-05,280.17,280.5,522.68,45.75,4.96,20.96,2.19,0.0,12.818327061723656,50.03694659337522,
6140280,2004,256.1,1.888,704.24,71.17,699.45,5.08,3.59,1.82656e-05,279.69,279.98,805.8,45.7,5.5,19.61,2.19,0.0,12.818327061723656,50.03694659337522,
6140280,2005,256.1,2.54992,704.24,71.17,699.45,5.08,3.59,1.86992e-05,279.53,279.95,749.51,45.26,7.27,17.94,2.19,0.0,12.818327061723656,50.03694659337522,
6140280,2006,256.1,2.884,704.24,71.17,699.45,5.08,3.59,1.8831e-05,280.15,280.32,767.47,45.68,7.71,16.36,2.19,0.0,12.818327061723656,50.03694659337522,
6140280,2007,256.1,2.72142,704.24,71.17,699.45,5.08,3.59,2.07257e-05,280.85,281.17,887.79,47.4,6.39,15.97,2.19,0.0,12.818327061723656,50.03694659337522,
6140280,2008,256.1,1.99625,704.24,71.17,699.45,5.08,3.59,1.83025e-05,280.41,280.98,694.4,47.62,6.41,16.56,2.19,0.0,12.818327061723656,50.03694659337522,
